SIRET,nom_etab,type_etab,etatAdministratifEtablissement,anciennete_ans,trancheEffectifsEtablissement,adresse_sirene,activitePrincipaleEtablissement
91062486500010,US CANTEEN,Restaurant,A,4.0,NN,35 DE LA JONQUIERE,56.10C
82092225000015,LE CONCORDE,Restaurant,A,10.0,02,146 JEAN JAURES,56.10A
47761841700018,Inconnu,Restaurant,A,22.0,12,7 DE LA MADELEINE,56.10A
88142043400014,ADAMA - DOLCE TAVOLA,Restaurant,A,6.0,NN,48 DULONG,56.10A
82156811000026,FRESH'HEURE,Restaurant,F,8.0,03,4 GABRIEL LAME,56.10A
79787305600015,FRESH NOODLES,Restaurant,A,13.0,03,23 SAINT-DENIS,56.10A
84345724300031,Inconnu,Restaurant,A,8.0,01,63 DES CHAMPS ELYSEES,56.10C
94399177800029,FRAICHE,Autre,A,1.0,NN,18 DE LA REPUBLIQUE,47.76Z
83527200600015,BRIGITTE,Restaurant,A,8.0,02,12 MARIE ET LOUISE,56.10A
91240922400025,LA TETE AILLEURS,Bar,A,4.0,01,62 DE L'HOPITAL,56.30Z
88300830200027,Inconnu,Restaurant,F,5.0,21,222 SAINT-DENIS,56.10A
90409669000014,HAZY,Bar,A,5.0,NN,7 SORBIER,56.30Z
50491879800019,LA LAITERIE SAINTE-CLOTILDE,Restaurant,A,18.0,03,64 DE BELLECHASSE,56.10A
95254024300013,MANIGUA,Bar,A,3.0,NN,7 CHORON,56.30Z
83051120000024,Inconnu,Restaurant,A,9.0,03,36 GODOT DE MAUROY,56.10C
90294379400013,LES ACOLYTES,Restaurant,A,5.0,03,195 SAINT-MAUR,56.10A
88872391300016,L'HYDROPATHE,Restaurant,A,6.0,NN,41 CAULAINCOURT,56.10A
81775278500011,Inconnu,Restaurant,A,10.0,03,41 DU CHERCHE-MIDI,56.10C
90302610200017,LE PETIT MARIOLE,Restaurant,A,5.0,00,1 FABRE D'EGLANTINE,56.10C
33279585500037,Inconnu,Restaurant,A,33.0,01,48 EXELMANS,56.10A
91136262200019,Inconnu,Bar,A,4.0,03,30 RENE BOULANGER,56.30Z
80131344600040,LE ZINGAM MARTYRS,Autre,A,5.0,02,74 DES MARTYRS,47.11B
93323655600017,Inconnu,Restaurant,A,2.0,NN,21 JEAN JAURES,56.10A
43343282000036,Inconnu,Restaurant,F,23.0,12,53 DU GENERAL MARTIAL VALIN,56.10C
91271408600010,Inconnu,Restaurant,A,4.0,02,100 DE MENILMONTANT,56.10A
91463300300019,TET,Restaurant,A,4.0,03,10 DU TEMPLE,56.10A
42235501600011,Inconnu,Restaurant,A,27.0,11,7 BLANCHE,56.10A
97834366300016,Inconnu,Autre,A,3.0,NN,86 DE L'AQUEDUC,70.10Z
98445227600012,Inconnu,Restaurant,A,2.0,NN,7 THEOPHILE ROUSSEL,56.10A
99002602300012,PHARMACIE DU FRONT DE SEINE,Autre,A,1.0,NN,9 DU THEATRE,47.73Z
92774487000019,Inconnu,Bar,A,2.0,NN,1 LACUEE,56.30Z
90790106000018,LA PADELLINA,Restaurant,A,5.0,03,1 CHAPTAL,56.10A
91984040500014,Inconnu,Bar,A,4.0,NN,41 DE WATTIGNIES,56.30Z
92931490400012,Inconnu,Restaurant,F,2.0,NN,4 DE MARIVAUX,56.10C
91161388300022,MEAT MY FISH,Autre,A,2.0,NN,55 BOISSIERE,47.91A
80799092400027,Inconnu,Bar,A,2.0,NN,1 DES ENVIERGES,56.30Z
82869136000022,Inconnu,Restaurant,A,9.0,03,32 DELAMBRE,56.10A
98752205900011,Inconnu,Autre,A,2.0,NN,191 SAINT-MAUR,10.71C
93341682800012,LE PARISII ALIGRE,Restaurant,A,2.0,NN,1 D'ALIGRE,56.10A
93488240800016,LES VERGERS DE BALARD,Autre,A,2.0,NN,143 FELIX FAURE,47.21Z
82934718600027,Inconnu,Restaurant,A,9.0,02,21 DU MONTPARNASSE,56.10A
95343648200012,Inconnu,Restaurant,A,3.0,01,33 DE LIEGE,56.10A
91307231000018,GABO,Restaurant,A,4.0,NN,1 DES TROIS COURONNES,56.10C
95078951100017,KIKE,Restaurant,A,3.0,NN,132 SAINT-DENIS,56.10A
83270344100010,O FIVE PIZZA,Restaurant,A,9.0,02,74 DE CLICHY,56.10C
82415338100010,L'IVRESS,Bar,A,10.0,01,5 DU CROISSANT,56.30Z
56213449400011,Inconnu,Restaurant,A,80.0,02,41 MALESHERBES,56.10A
91162783400011,Inconnu,Autre,A,4.0,12,5 SAINT-MICHEL,10.71C
94890499000017,LES AMBASSADES,Restaurant,A,3.0,03,58 DE BELLECHASSE,56.10A
98166256200017,Inconnu,Restaurant,A,3.0,NN,40 DE BONNE NOUVELLE,56.10A
38808301600138,MAISON EUGENIE,Autre,A,26.0,12,167 DE ROME,55.10Z
43275828200011,Inconnu,Restaurant,A,26.0,02,65 MANIN,56.10A
88275787500019,Inconnu,Restaurant,A,6.0,03,8 DES LOMBARDS,56.10A
49318191100030,Inconnu,Autre,A,11.0,01,27 DE GRENELLE,47.78C
95366078400018,LA TABLE DE MARTINE,Restaurant,A,3.0,NN,3 THEOPHILE GAUTIER,56.10A
95102742400013,LE COLONEL,Bar,A,3.0,03,29 DE LOWENDAL,56.30Z
95322508300013,Inconnu,Restaurant,A,3.0,02,21 VICQ D'AZIR,56.10A
93163902500028,LA RIOTTE,Restaurant,A,2.0,NN,10 DE CASTELLANE,56.10A
93163902500028,LA RIOTTE,Restaurant,A,2.0,NN,10 DE CASTELLANE,56.10A
81473229300026,FUWA FUWA,Autre,A,1.0,NN,96 DE LA ROQUETTE,47.29Z
92516445100013,Inconnu,Restaurant,A,2.0,NN,17 MONTMARTRE,56.10A
38261788400012,Inconnu,Restaurant,A,35.0,03,17 LOUISE WEISS,56.10A
82090141100042,Inconnu,Autre,A,2.0,NN,4 DE MILAN,56.21Z
88007337400022,LE WOK CAFE,Restaurant,A,4.0,02,33 PASCAL,56.10A
40914298100052,Inconnu,Restaurant,A,24.0,21,35 DES CHAMPS ELYSEES,56.10A
93134996300013,Inconnu,Restaurant,F,2.0,NN,3 DE CASTELLANE,56.10A
93013439000010,Inconnu,Restaurant,A,2.0,NN,4 VERMENOUZE,56.10C
84063849800021,CHOUWAYA BY LITTLE MOROCCO,Restaurant,A,3.0,NN,141 DU FAUBOURG POISSONNIERE,56.10C
80404760300019,CUCUZZA,Restaurant,A,12.0,03,14 DES MOINES,56.10A
82090141100042,Inconnu,Autre,A,2.0,NN,4 DE MILAN,56.21Z
95167387000014,MARCUS PIZZE & AMORE,Restaurant,A,3.0,01,48 RICHARD LENOIR,56.10A
98316433600015,CHEZ PHILOU,Bar,A,2.0,NN,41 DES ENVIERGES,56.30Z
51894652000013,Inconnu,Restaurant,A,17.0,01,5 MARTIN GARAT,56.10A
91270481400017,L'INDE,Restaurant,A,4.0,01,135 DE CHARENTON,56.10A
90201935500020,CHAMPOTES,Restaurant,A,4.0,01,3 BERTHIER,56.10A
93992028600019,Inconnu,Autre,A,1.0,NN,30 DE MENILMONTANT,10.71C
94300035600015,SPOT PERFORMANCE,Autre,A,1.0,NN,128 LA BOETIE,68.20B
41119830200373,Inconnu,Autre,A,5.0,22,43 D'HAUTPOUL,68.20A
98153552900029,LA FLUTE ENCHANTEE,Autre,A,3.0,NN,46 DE PASSY,10.71C
93022327600013,DELICES DES MILLES SAVEURS,Restaurant,A,2.0,NN,24 DE BELLEVILLE,56.10C
88026802400010,LA MEDITA,Restaurant,A,7.0,02,24 SURCOUF,56.10A
38290094203539,Inconnu,Autre,A,28.0,02,130 D'ALESIA,64.19Z
91186472600029,Inconnu,Restaurant,A,3.0,NN,2 JEAN-PIERRE LEVY,56.10C
82472070000049,Inconnu,Autre,A,4.0,NN,17 ALPHONSE DAUDET,47.25Z
48228875000011,Inconnu,Autre,F,21.0,01,83 RICHARD LENOIR,47.59A
95206466500021,Inconnu,Autre,A,3.0,01,53 DUHESME,47.91A
53453041500056,  FINCA.SHOP,Autre,A,2.0,NN,5 DU LIBAN,46.22Z
49354746700016,Inconnu,Restaurant,A,20.0,11,45 VAVIN,56.10A
98407495500019,Inconnu,Autre,A,2.0,NN,41 DE LA ROQUETTE,47.76Z
52221144000022,Inconnu,Restaurant,A,15.0,02,14 DE STRASBOURG,56.10A
92252942500014,DEJA BU ?,Bar,A,4.0,01,4 POPINCOURT,56.30Z
98754988800020,BEBOP,Restaurant,A,2.0,NN,1 GAMBETTA,56.10A
94466244400024,CAMPELLI,Restaurant,A,1.0,NN,36 CROIX DES PETITS CHAMPS,56.10A
91849278600010,Inconnu,Autre,A,4.0,NN,143 DU MONTPARNASSE,70.10Z
97801685500014,Inconnu,Restaurant,A,3.0,02,67 CAULAINCOURT,56.10C
92267596200018,Inconnu,Restaurant,A,3.0,03,27 REILLE,56.10A
81282639400015,Inconnu,Bar,A,11.0,11,3 SURCOUF,56.30Z
92236669500026,RANNOUCH PLACE,Restaurant,A,2.0,NN,20 DE BRUXELLES,56.10A
79160160200018,KHAN JESAN JENIS,Autre,A,13.0,01,110 DAVOUT,47.11B
82228717300014,LA CANTINE DU SIAM,Restaurant,A,10.0,03,12 EMILIO CASTELAR,56.10A
93818632700012,Inconnu,Restaurant,A,2.0,NN,4 SORBIER,56.10A
81262227200019,LE PHILOSOPHE,Bar,A,11.0,02,262 VOLTAIRE,56.30Z
92821720700010,COCO PARIS,Autre,A,2.0,NN,18 SAINT-SEVERIN,47.78C
53189299000148,Inconnu,Restaurant,A,2.0,NN,40 DE CHATEAUDUN,56.10C
90255391600021,PILO'S,Restaurant,A,5.0,02,1 DU PERE LACHAISE,56.10C
79841941200068,IPPUDO REPUBLIQUE,Restaurant,A,9.0,11,6 JACQUES BONSERGENT,56.10A
95287448500016,LE CAMELIA,Autre,A,3.0,01,2 HAXO,47.26Z
84461615100016,Inconnu,Restaurant,A,8.0,02,10 ROCHAMBEAU,56.10A
92774122300014,CAFE MELIA,Restaurant,A,2.0,NN,39 BEAUBOURG,56.10A
98359274200016,LE PETIT MARCHE,Autre,A,2.0,NN,2 FELIX FAURE,47.78C
52285744000021,L'ILE AU BLE NOIR,Restaurant,A,2.0,NN,101 BRANCION,56.10A
94491699800015,SPIGA,Restaurant,A,1.0,NN,33 RICHARD LENOIR,56.10A
94051612300012,LE VOLTIGEUR,Bar,A,2.0,NN,45 DES FRANCS BOURGEOIS,56.30Z
88899536200017,ASIAN DONER FUSION,Restaurant,A,6.0,01,123 BESSIERES,56.10C
82497874600041,SUPER CHINA,Restaurant,A,3.0,NN,66 DU FAUBOURG POISSONNIERE,56.10C
98173716600018,RESTAURANT LA VEGA,Bar,A,3.0,03,12 ROTTEMBOURG,56.30Z
93829742100019,Inconnu,Bar,A,2.0,NN,10 VANDAMME,56.30Z
41903784100014,Inconnu,Restaurant,A,28.0,12,34 DE LAPPE,56.10A
99402820700011,Inconnu,Restaurant,A,1.0,NN,83 DAGUERRE,56.10C
98314735600015,LE PARIS LYON,Bar,A,2.0,NN,27 DE LYON,56.30Z
34889047600073,Inconnu,Autre,A,24.0,02,184 DE COURCELLES,47.71Z
94196268000018,Inconnu,Autre,A,1.0,NN,33 FREDERICK LEMAITRE,86.22C
91435400600027,Inconnu,Autre,A,3.0,NN,7 DEBELLEYME,64.19Z
98099350500018,Inconnu,Bar,A,3.0,NN,8 MONTAIGNE,56.30Z
91947928700022,LEILA,Restaurant,A,4.0,NN,42 BEAUJON,56.10C
94337682200012,Inconnu,Autre,A,1.0,NN,60 FRANCOIS IER,70.10Z
85106169700013,Inconnu,Autre,A,7.0,01,198 DE VERSAILLES,96.02B
51497535800029,Inconnu,Autre,A,3.0,NN,34 DE CHARONNE,10.71C
94083085400029,Inconnu,Restaurant,A,1.0,NN,21 DE LA TERRASSE,56.10C
90458633600045,Inconnu,Restaurant,A,2.0,NN,21 MONTMARTRE,56.10C
91879014800012,B.O.M! (BON MOMENT!),Autre,A,4.0,02,28 SAINT-FERDINAND,10.71C
95161629100013,KOMETA,Bar,A,3.0,NN,38 DES MATHURINS,56.30Z
61204862900044,Inconnu,Autre,A,40.0,21,22 DU FAUBOURG SAINT-HONORE,46.42Z
61203731700056,Inconnu,Autre,A,37.0,12,38 DE L'OPERA,51.10Z
93404336500022,Inconnu,Restaurant,A,1.0,NN,61 LA BOETIE,56.10A
18003601400017,Inconnu,Autre,A,40.0,41,28 DE CHARENTON,86.10Z
94505571300016,CAMELLIA,Restaurant,A,1.0,NN,100 KLEBER,56.10A
98872800200011,L'HISTOIRE D'UNE FLEUR,Autre,A,1.0,NN,130 DU TEMPLE,47.76Z
98825725900016,Inconnu,Restaurant,A,1.0,NN,5 GOUVION-SAINT-CYR,56.10C
81052105400033,Inconnu,Restaurant,A,2.0,NN,33 DES DEUX PONTS,56.10A
49934441400028,Inconnu,Autre,A,18.0,00,2 NOTRE-DAME DES CHAMPS,68.20B
89231641500017,AU RELAIS CHARDON,Bar,A,6.0,01,81 CHARDON-LAGACHE,56.30Z
43203867700014,Inconnu,Restaurant,A,26.0,01,78 DE TOCQUEVILLE,56.10A
90221400600022,A LA COMMODE,Autre,A,5.0,NN,5 JEAN GIRAUDOUX,31.09B
59203298100017,Inconnu,Bar,A,67.0,NN,52 DE CHARONNE,56.30Z
49957339200044,TONTON BECTON,Restaurant,A,9.0,03,19 LEFEBVRE,56.10A
40196091900017,Inconnu,Bar,A,31.0,01,96 DU COMMERCE,56.30Z
40196091900017,Inconnu,Bar,A,31.0,01,96 DU COMMERCE,56.30Z
80064727300021,CHEZ JULIA,Restaurant,A,7.0,03,163 D'ITALIE,56.10A
45254729200014,Inconnu,Restaurant,A,22.0,02,36 CUSTINE,56.10A
81517670600019,LA CAVE AUX FROMAGES,Autre,A,10.0,01,1 DU RETRAIT,47.29Z
90987611200014,Inconnu,Autre,A,4.0,12,292 DE BELLEVILLE,68.32A
91016813700024,Inconnu,Autre,A,4.0,01,100 DE BELLEVILLE,47.76Z
91738707800020,FRANPRIX,Autre,A,4.0,11,12 POUCHET,47.11D
87855268600015,Inconnu,Restaurant,A,7.0,03,101 BRANCION,56.10A
91254750200019,DOLFA,Autre,A,4.0,02,41 BROCHANT,46.47Z
48760577600011,Inconnu,Autre,A,21.0,02,12 FELIX EBOUE,43.21A
44138751100013,Inconnu,Restaurant,A,24.0,NN,7 DES LOMBARDS,56.10A
32256604300848,HIPPOPOTAMUS,Restaurant,A,20.0,12,12 DE ROME,56.10A
32353185500019,LA MANUFACTURE,Restaurant,A,44.0,NN,62 DES GOBELINS,56.10A
85407335000019,Inconnu,Autre,A,7.0,01,44 D'AVRON,47.11B
75383703800011,LA TERRASSE BERCY,Restaurant,A,14.0,12,2 HENRI DESGRANGE,56.10A
81165881400017,LE REGENT,Restaurant,A,11.0,03,70 LA FAYETTE,56.10A
48934733600013,L'ETINCELLE,Restaurant,A,20.0,11,82 AMELOT,56.10A
44908534900024,Inconnu,Autre,A,23.0,02,14 GAMBETTA,47.89Z
32731833300025,Inconnu,Autre,A,42.0,NN,85 DE MAUBEUGE,68.20B
54206623801345,Inconnu,Autre,A,126.0,01,10 DAGUERRE,47.25Z
44781027600017,L'ERNEST,Restaurant,A,23.0,12,33 DU COMMANDANT RENE MOUCHOTTE,56.10A
88860508600014,BRASSERIE 48,Restaurant,A,6.0,01,48 DE L'OURCQ,56.10A
49030709700058,NYSA,Autre,A,17.0,00,25 DE LEVIS,47.25Z
48516152500012,LE GRAND COMPTOIR D'ALESIA,Bar,F,21.0,02,125 D'ALESIA,56.30Z
83059272100013,LE POULBOT,Restaurant,A,9.0,03,3 POULBOT,56.10A
90144353100016,LE BOYARD,Bar,A,5.0,03,117 FELIX FAURE,56.30Z
44201103700045,LE ROUGE ET LE VERRE,Autre,A,11.0,03,28 DE TURIN,47.25Z
88047207100021,AU CAFE DU MUSEE,Restaurant,A,6.0,02,9 DE LOGELBACH,56.10A
82464370400011,LE COMPTOIR DES ARCHIVES,Restaurant,A,10.0,NN,41 DES ARCHIVES,56.10A
98365310600010,Inconnu,Restaurant,A,2.0,NN,3 DE MAUBEUGE,56.10A
33266442400022,Inconnu,Autre,A,36.0,01,64 PASTEUR,47.59B
33312274500024,Inconnu,Restaurant,A,36.0,03,27 DE ROCROY,56.10A
33384159100030,Inconnu,Restaurant,A,34.0,00,35 DE LA VILLETTE,56.10A
33449643700016,Inconnu,Autre,A,41.0,NN,4 HENRY MONNIER,47.11B
33492510400013,Inconnu,Autre,A,40.0,NN,64 DE LA MONTAGNE SAINTE-GENEVIEVE,68.20B
33759900500036,Inconnu,Autre,A,25.0,02,130 DU GENERAL LECLERC,47.61Z
33901178500013,Inconnu,Autre,A,40.0,02,66 DU BAC,55.10Z
33958051600013,Inconnu,Autre,A,40.0,NN,4 DU MARECHAL JUIN,68.20B
34003545000014,Inconnu,Autre,A,39.0,NN,120 DE RENNES,68.20B
34016948100017,Inconnu,Autre,A,39.0,NN,73 GUY MOQUET,47.77Z
34323138700030,Inconnu,Autre,A,22.0,01,81 CROZATIER,47.21Z
34357659100014,Inconnu,Restaurant,A,38.0,NN,66 SOULT,56.10A
84854205600017,LE CAFE PARISIEN,Restaurant,A,7.0,NN,111 MONGE,56.10A
34383756300018,LE LITHOGRAPHE,Autre,A,38.0,NN,234 RASPAIL,68.20B
34513048809653,Inconnu,Autre,A,15.0,NN,12 DU FAUBOURG SAINT-DENIS,47.11D
34513048822664,CARREFOUR EXPRESS,Autre,A,7.0,NN,102 MOUFFETARD,47.11D
34513048813127,Inconnu,Autre,A,12.0,NN,64 DES GOBELINS,47.11D
34790645500014,Inconnu,Restaurant,A,38.0,NN,32 DE LYON,56.10A
34806377700018,Inconnu,Restaurant,A,38.0,01,11 DE LA PROCESSION,56.10A
34891732900032,Inconnu,Restaurant,A,36.0,11,276 VOLTAIRE,56.10A
34976337500350,HIPPOPOTAMUS,Autre,A,31.0,NN,1 DES CAPUCINES,68.20B
35074555000060,Inconnu,Autre,A,26.0,NN,18 LINNE,47.79Z
35200956700038,Inconnu,Autre,A,16.0,NN,3 CONDORCET,47.19B
35280021300030,Inconnu,Autre,A,18.0,01,11 SAINT-FERDINAND,47.11B
37828564700053,Inconnu,Autre,A,20.0,01,28 DU QUATRE SEPTEMBRE,47.78C
37940157300017,Inconnu,Autre,A,36.0,02,38 OBERKAMPF,47.22Z
37968658700013,Inconnu,Restaurant,A,36.0,02,231 VOLTAIRE,56.10C
37995645100056,MERRY JEAN'S,Autre,A,15.0,01,81 SAINT-MARTIN,47.71Z
38101185700012,Inconnu,Autre,A,36.0,01,5 DE LAUMIERE,10.71D
38355889700013,Inconnu,Restaurant,A,35.0,02,20 YVONNE LE TAC,56.10A
38377723200018,Inconnu,Autre,A,35.0,NN,90 DU FAUBOURG POISSONNIERE,47.11B
38414233700011,Inconnu,Autre,A,35.0,11,102 DE FLANDRE,10.71D
38870183100025,Inconnu,Autre,A,25.0,NN,8 DES LOMBARDS,68.20A
38951916600026,Inconnu,Autre,A,32.0,11,35 BENJAMIN FRANKLIN,55.10Z
38955921200029,Inconnu,Restaurant,A,33.0,21,80 DE LA GRANDE ARMEE,56.10A
39211382500013,Inconnu,Autre,A,33.0,01,52 D'ITALIE,47.78C
39417981600019,Inconnu,Restaurant,A,32.0,NN,64 DE LONGCHAMP,56.10A
39468135700023,Inconnu,Autre,A,30.0,11,159 DE RENNES,55.10Z
40223137700100,Inconnu,Autre,A,31.0,02,129 GAMBETTA,47.22Z
40410910000028,Inconnu,Restaurant,A,30.0,11,108 DU MAINE,56.10A
85309520600027,PIUPIUPIU,Restaurant,A,7.0,NN,97 DE CHARENTON,56.10C
40852405600012,Inconnu,Autre,A,30.0,02,54 MURAT,47.11B
40853735500054,Inconnu,Autre,A,8.0,02,118 MOZART,47.59B
40870797400015,Inconnu,Autre,A,30.0,01,17 GUERSANT,47.59B
50308040000016,Inconnu,Autre,A,18.0,01,168 DIDEROT,68.20B
50308040000016,Inconnu,Autre,A,18.0,01,168 DIDEROT,68.20B
40924303700036,SARL JPH SAINT HONORE,Autre,A,5.0,NN,93 DU BAC,47.24Z
41094511700043,Inconnu,Autre,A,24.0,01,46 DE REUILLY,47.76Z
41155773900025,Inconnu,Autre,A,20.0,03,83 DE SAINT-OUEN,47.22Z
82458227400018,Inconnu,Restaurant,A,10.0,02,37 LAMARCK,56.10A
41436254100016,Inconnu,Autre,A,29.0,01,102 DU FAUBOURG DU TEMPLE,47.78C
41461880100024,Inconnu,Autre,A,25.0,NN,63 DAGUERRE,47.11B
41485392900035,Inconnu,Autre,A,29.0,02,83 LECOURBE,47.29Z
41840798700019,Inconnu,Autre,A,28.0,02,334 DE VAUGIRARD,43.33Z
41903289100014,Inconnu,Autre,A,28.0,NN,78 DE SUFFREN,47.79Z
41929573800019,Inconnu,Autre,A,28.0,01,2 DE LAGNY,47.76Z
41929896300093,Inconnu,Autre,A,9.0,NN,118 MOUFFETARD,47.29Z
41960931800011,Inconnu,Restaurant,A,28.0,01,42 OLIVIER DE SERRES,56.10A
41982619300270,DECOPLUS PARQUETS,Autre,A,14.0,01,14 RICHARD LENOIR,47.52A
42021015500016,Inconnu,Restaurant,A,28.0,03,64 BRUNE,56.10A
42052236900016,Inconnu,Autre,A,28.0,02,4 DES MARTYRS,47.22Z
42329108700017,Inconnu,Autre,A,27.0,NN,75 DES GOBELINS,68.20B
42398654600012,Inconnu,Autre,A,27.0,02,5 DES MARTYRS,47.29Z
42448065500010,Inconnu,Autre,A,27.0,01,6 DE RUNGIS,68.20B
42448065500010,Inconnu,Autre,A,27.0,01,6 DE RUNGIS,68.20B
42826802331718,LEADER PRICE EXPRESS,Autre,A,24.0,NN,57 DE TOLBIAC,68.20B
42855996700073,COURIR,Autre,A,25.0,12,51 DE RIVOLI,47.72A
42983628100023,Inconnu,Autre,A,22.0,02,15 VOLTAIRE,46.51Z
87983660900039,LAKSHMI,Restaurant,A,126.0,02,9 MICHEL PETER,56.10A
83494498500029,Inconnu,Autre,A,8.0,11,6 DE LA ROQUETTE,55.10Z
51764894500031,Inconnu,Restaurant,A,14.0,02,40 DE BERRI,56.10A
31862590200057,LES DEUX COUPOLES,Restaurant,F,18.0,02,1 FRAGONARD,56.10A
53415278000027,PARIS NEW YORK,Restaurant,A,14.0,11,50 DU FAUBOURG SAINT-DENIS,56.10A
50474411100015,LE VERRE SIFFLEUR,Restaurant,A,18.0,11,73 D'ALESIA,56.10A
47961450500010,MARIE BELLE,Bar,A,22.0,12,44 DE BONNE NOUVELLE,56.30Z
32212075900020,Inconnu,Restaurant,A,18.0,NN,1 PIERRE LOUYS,56.10A
32212075900020,Inconnu,Restaurant,A,18.0,NN,1 PIERRE LOUYS,56.10A
30953674600014,Inconnu,Bar,A,49.0,NN,2 DES ROSIERS,56.30Z
85281168600017,LE TRUFFAUT,Restaurant,A,7.0,03,89 TRUFFAUT,56.10A
91069307600010,BISTROT JADIS,Restaurant,A,4.0,01,136 DE WAGRAM,56.10A
53270838500010,LE CAFE,Restaurant,A,15.0,03,62 TIQUETONNE,56.10A
91018382100016,Inconnu,Restaurant,A,4.0,01,79 LA FAYETTE,56.10C
80324183500021,LE CENTRAL,Restaurant,A,12.0,02,14 DROUOT,56.10A
48537661000013,NEW JAWAD,Restaurant,A,21.0,11,12 RAPP,56.10A
90409669000014,HAZY,Bar,A,5.0,NN,7 SORBIER,56.30Z
50092499800031,BIERES CULTES,Autre,A,16.0,NN,14 DES HALLES,47.25Z
83322536000027,MED'EAT,Restaurant,A,6.0,02,59 LA BOETIE,56.10C
90190423500024,VIDA'M,Restaurant,A,5.0,02,34 DE CAMBRAI,56.10A
42493382800016,Inconnu,Restaurant,A,27.0,03,29 YVES TOUDIC,56.10A
90228763000013,STREATERS,Restaurant,A,5.0,02,39 DES PYRENEES,56.10C
38768102600010,LE CHERFA,Restaurant,A,34.0,02,198 DES PYRENEES,56.10A
75097835500030,LES POIREAUX DE MARGUERITE,Restaurant,A,8.0,01,12 ALPHONSE BAUDIN,56.10A
87941581800019,LES CAVES DUPETIT THOUARS,Bar,A,7.0,03,12 DUPETIT-THOUARS,56.30Z
90806039500021,AMITI,Restaurant,A,4.0,02,3 DU COMMANDANT RIVIERE,56.10C
80025286800016,LES TRIPLETTES DE BELLEVILLES,Autre,A,12.0,11,102 DE BELLEVILLE,68.20B
90539155300013,Inconnu,Restaurant,A,5.0,02,23 SIMON BOLIVAR,56.10A
80985347600046,Inconnu,Restaurant,A,6.0,02,72 DAGUERRE,56.10A
82424907200011,LA NOUVELLE RENAISSANCE,Restaurant,A,10.0,03,12 EURYALE DEHAYNIN,56.10A
80169710300019,CHEZ MAXENCE CHEZ MAXENCE CREPERIE,Restaurant,A,12.0,03,52 LEGENDRE,56.10A
32584395100014,Inconnu,Restaurant,A,44.0,21,4 TATTEGRAIN,56.10A
32584395100014,Inconnu,Restaurant,A,44.0,21,4 TATTEGRAIN,56.10A
84074173000013,Inconnu,Restaurant,A,8.0,02,46 JACQUES HILLAIRET,56.10A
47970109600014,Inconnu,Restaurant,A,21.0,11,52 DE L'HOTEL DE VILLE,56.10B
56203863800010,Inconnu,Restaurant,A,70.0,03,4 DE LA PORTE DE CHAMPERRET,56.10A
84472399900026,Inconnu,Restaurant,A,5.0,03,83 LA FAYETTE,56.10C
52931350400027,Inconnu,Restaurant,A,15.0,03,6 PLANCHAT,56.10A
48237195200011,Inconnu,Restaurant,A,21.0,NN,23 FREDERIC SAUTON,56.10A
45227717100024,Inconnu,Restaurant,A,18.0,03,17 ARAGO,56.10A
52183249300014,L'ENTRACTE SONIA & CARLOS,Restaurant,A,16.0,NN,44 D'ORSEL,56.10A
49498383600037,Inconnu,Restaurant,A,12.0,11,11 DUPONT DE L'EURE,56.10A
43445862600026,CAFE LE MATIN,Restaurant,A,10.0,03,12 POISSONNIERE,56.10A
89142385700012,Inconnu,Restaurant,A,6.0,01,6 TREILHARD,56.10C
50254348100043,Inconnu,Autre,A,6.0,12,5 SAINT-MERRI,10.71D
93297515400018,Inconnu,Restaurant,A,2.0,NN,5 DE CHATEAUDUN,56.10A
85107275100015,LE SANCERRE,Restaurant,A,7.0,03,22 RAPP,56.10A
91344631600014,Inconnu,Restaurant,A,4.0,03,17 DU PETIT PONT,56.10C
80337331500016,LE BUFFET DE LA GARE,Autre,A,12.0,NN,70 DE STRASBOURG,68.20B
79008189700015,LE WEEK-END,Restaurant,A,14.0,11,2 DE CASTELLANE,56.10A
83096554700029,INAVOUE,Restaurant,A,9.0,03,25 DANIELLE CASANOVA,56.10A
50338166700016,LES FOUDRES,Autre,A,18.0,11,4 MARTIN NADAUD,68.20B
80969090200014,Inconnu,Bar,A,11.0,02,46 POLIVEAU,56.30Z
50166334800024,LE VAUDEVILLE,Restaurant,A,18.0,21,29 VIVIENNE,56.10A
91926483800013,Inconnu,Restaurant,A,4.0,01,176 JEAN JAURES,56.10C
80029442300028,Inconnu,Restaurant,A,12.0,01,219 DE TOLBIAC,56.10A
90932808000017,Inconnu,Restaurant,A,4.0,11,45 LAUGIER,56.10A
33879433200019,Inconnu,Autre,A,40.0,12,51 MONTORGUEIL,10.71D
92165149300014,LE 10 BAR,Bar,A,4.0,01,10 DE L'ODEON,56.30Z
43275828200011,Inconnu,Restaurant,A,26.0,02,65 MANIN,56.10A
81066606500018,TERRES DE CAFE,Restaurant,A,11.0,02,67 DE LA BOURDONNAIS,56.10C
40914298100052,Inconnu,Restaurant,A,24.0,21,35 DES CHAMPS ELYSEES,56.10A
92230588300014,Inconnu,Restaurant,A,4.0,02,12 ARMAND CARREL,56.10A
95283493500027,SG,Autre,A,3.0,01,59 DU FAUBOURG POISSONNIERE,10.71D
80173222300020,Inconnu,Autre,A,10.0,01,99 DE TOCQUEVILLE,56.21Z
82891846600016,TERRASSE DE LA SYBILLE,Bar,A,9.0,02,26 BOTZARIS,56.30Z
